17420
+Vehicle assignments
car0;z16
car1;z4
car2;z10
car3;z21
car4;z3
car5;z19
car6;z20
car7;z0
car8;z9
car9;z8
car10;z6
car11;z17
car12;z2
car13;z1
+Assigned requests
req46;car2
req82;car12
req10;car6
req75;car9
req55;car0
req26;car1
req70;car6
req42;car3
req17;car6
req98;car6
req14;car13
req0;car2
req57;car1
req31;car3
req15;car9
req24;car10
req30;car11
req49;car5
req84;car0
req9;car0
req44;car2
req23;car11
req32;car11
req78;car4
req88;car7
req28;car4
req21;car5
req56;car13
req20;car10
req91;car3
req33;car11
req48;car7
req79;car12
req13;car9
req76;car10
req92;car4
req22;car10
req97;car5
req38;car7
req50;car12
req59;car7
req11;car8
req40;car8
req4;car8
+Unassigned requests
req16
req52
req53
req18
req80
req58
req85
req87
req67
req7
req68
req64
req34
req73
req8
req86
req45
req3
req25
req12
req93
req63
req36
req96
req81
req51
req54
req61
req62
req27
req77
req29
req2
req65
req47
req6
req60
req94
req5
req89
req39
req35
req1
req69
req99
req37
req19
req83
req90
req41
req74
req66
req72
req43
req71
req95
