20480
+Vehicle assignments
car0;z23
car1;z2
car2;z17
car3;z0
car4;z22
car5;z19
car6;z8
car7;z10
car8;z5
car9;z5
car10;z9
car11;z3
car12;z21
car13;z6
+Assigned requests
req97;car5
req3;car13
req48;car3
req88;car3
req75;car6
req24;car13
req2;car6
req50;car1
req99;car7
req30;car2
req42;car12
req16;car4
req81;car4
req49;car5
req37;car12
req83;car0
req92;car11
req6;car8
req23;car2
req69;car9
req31;car12
req0;car7
req82;car1
req27;car9
req21;car5
req32;car2
req78;car11
req59;car3
req67;car0
req79;car1
req13;car6
req51;car8
req77;car13
req4;car10
req40;car10
req11;car10
+Unassigned requests
req25
req94
req87
req64
req80
req95
req38
req65
req66
req62
req14
req89
req34
req18
req5
req19
req76
req74
req47
req54
req61
req22
req91
req41
req98
req28
req90
req17
req55
req7
req45
req93
req10
req85
req12
req60
req1
req43
req73
req33
req86
req20
req53
req29
req68
req70
req36
req35
req58
req96
req39
req52
req72
req46
req9
req84
req56
req71
req44
req26
req57
req15
req8
req63
