17990
+Vehicle assignments
car0;z23
car1;z4
car2;z0
car3;z20
car4;z10
car5;z19
car6;z21
car7;z6
car8;z16
car9;z3
car10;z5
car11;z17
car12;z2
car13;z8
+Assigned requests
req2;car13
req46;car4
req75;car13
req99;car4
req39;car13
req22;car7
req10;car3
req77;car7
req24;car7
req92;car9
req76;car7
req28;car9
req70;car3
req0;car4
req72;car3
req78;car9
req44;car4
req17;car3
req57;car1
req9;car8
req60;car10
req23;car11
req31;car6
req48;car2
req49;car5
req42;car6
req69;car10
req30;car11
req33;car11
req97;car5
req79;car12
req67;car0
req55;car8
req26;car1
req50;car12
req83;car0
req21;car5
req82;car12
req59;car2
req91;car6
req84;car8
req32;car11
req6;car10
+Unassigned requests
req96
req64
req62
req88
req12
req58
req63
req40
req93
req41
req34
req5
req20
req4
req51
req80
req87
req68
req3
req18
req98
req14
req53
req27
req85
req94
req35
req73
req43
req86
req8
req61
req74
req90
req89
req54
req38
req37
req71
req36
req45
req56
req95
req16
req15
req13
req25
req19
req65
req1
req52
req81
req11
req7
req29
req47
req66
