19250
+Vehicle assignments
car0;z16
car1;z0
car2;z17
car3;z5
car4;z21
car5;z19
car6;z8
car7;z6
car8;z20
car9;z6
car10;z9
car11;z1
car12;z2
car13;z18
+Assigned requests
req75;car6
req88;car1
req77;car7
req10;car8
req48;car1
req21;car5
req6;car3
req97;car5
req2;car6
req22;car9
req32;car2
req76;car7
req70;car8
req40;car10
req55;car0
req12;car2
req79;car12
req50;car12
req65;car13
req1;car1
req13;car6
req23;car2
req63;car13
req4;car10
req56;car11
req84;car0
req11;car10
req9;car0
req17;car8
req60;car3
req98;car8
req82;car12
req49;car5
req3;car9
req20;car9
req14;car11
req24;car7
req42;car4
req91;car4
req30;car2
req37;car4
+Unassigned requests
req61
req64
req44
req35
req51
req43
req62
req58
req74
req94
req19
req89
req93
req47
req5
req99
req73
req39
req46
req31
req45
req71
req26
req0
req38
req28
req59
req29
req95
req66
req78
req25
req52
req90
req41
req81
req96
req67
req83
req34
req87
req69
req54
req8
req57
req92
req7
req18
req15
req72
req80
req33
req85
req16
req68
req36
req27
req53
req86
