18200
+Vehicle assignments
car0;z16
car1;z17
car2;z6
car3;z21
car4;z3
car5;z2
car6;z19
car7;z0
car8;z0
car9;z8
car10;z9
car11;z5
car12;z20
car13;z1
+Assigned requests
req4;car10
req11;car10
req40;car10
req31;car3
req91;car3
req42;car3
req13;car9
req75;car9
req15;car9
req88;car7
req9;car0
req84;car0
req55;car0
req38;car7
req59;car7
req48;car8
req33;car1
req14;car13
req22;car2
req70;car12
req30;car1
req56;car13
req23;car1
req68;car6
req28;car4
req97;car6
req21;car6
req35;car5
req76;car2
req50;car5
req92;car4
req24;car2
req98;car12
req82;car5
req78;car4
req10;car12
req17;car12
req69;car11
req51;car11
req60;car11
req1;car8
req93;car8
+Unassigned requests
req62
req49
req6
req96
req8
req20
req0
req74
req39
req95
req61
req58
req52
req94
req86
req80
req90
req3
req46
req34
req73
req36
req5
req66
req19
req7
req89
req32
req65
req47
req37
req63
req2
req44
req99
req25
req87
req71
req85
req67
req79
req81
req77
req54
req26
req43
req41
req83
req12
req45
req18
req27
req64
req72
req16
req57
req53
req29
