19910
+Vehicle assignments
car0;z4
car1;z2
car2;z7
car3;z5
car4;z17
car5;z4
car6;z19
car7;z0
car8;z20
car9;z3
car10;z9
car11;z6
car12;z2
car13;z18
+Assigned requests
req24;car11
req63;car13
req92;car9
req66;car9
req22;car11
req98;car8
req76;car11
req33;car4
req59;car7
req48;car7
req28;car9
req35;car12
req40;car10
req8;car2
req10;car8
req89;car2
req18;car0
req6;car3
req32;car4
req4;car10
req82;car12
req95;car0
req11;car10
req70;car8
req57;car5
req21;car6
req23;car4
req50;car1
req49;car6
req38;car7
req65;car13
req88;car7
req20;car11
req17;car8
req30;car4
req60;car3
req79;car1
req53;car1
req97;car6
+Unassigned requests
req29
req72
req46
req69
req78
req81
req94
req43
req96
req13
req56
req47
req83
req7
req87
req44
req67
req75
req45
req55
req73
req37
req39
req19
req1
req2
req34
req84
req99
req62
req3
req0
req16
req27
req51
req41
req64
req42
req31
req5
req9
req77
req14
req74
req15
req80
req52
req12
req61
req93
req25
req68
req91
req58
req71
req26
req85
req54
req36
req86
req90
