26130
+Vehicle assignments
car0;z17
car1;z5
car2;z6
car3;z3
car4;z4
car5;z17
car6;z21
car7;z20
car8;z10
car9;z21
car10;z18
car11;z4
car12;z10
car13;z19
+Assigned requests
req0;car8
req92;car3
req49;car13
req46;car12
req44;car12
req91;car6
req57;car11
req76;car2
req22;car2
req23;car0
req30;car0
req98;car7
req34;car1
req51;car1
req26;car4
req58;car5
req31;car9
req61;car10
+Unassigned requests
req54
req3
req64
req62
req35
req97
req21
req96
req65
req69
req81
req28
req85
req83
req38
req8
req68
req7
req36
req1
req55
req2
req13
req74
req77
req93
req99
req14
req80
req53
req67
req43
req10
req84
req45
req66
req79
req72
req50
req48
req33
req11
req29
req32
req4
req19
req75
req71
req56
req95
req89
req78
req88
req17
req41
req37
req90
req47
req12
req63
req5
req6
req70
req20
req24
req87
req16
req73
req9
req39
req94
req42
req82
req27
req15
req60
req18
req40
req25
req59
req52
req86
