19430
+Vehicle assignments
car0;z16
car1;z6
car2;z24
car3;z21
car4;z20
car5;z17
car6;z19
car7;z0
car8;z9
car9;z8
car10;z5
car11;z22
car12;z18
car13;z8
+Assigned requests
req42;car3
req2;car13
req86;car2
req59;car7
req30;car5
req98;car4
req47;car2
req22;car1
req55;car0
req33;car5
req68;car6
req32;car5
req84;car0
req9;car0
req39;car13
req15;car9
req61;car12
req75;car13
req24;car1
req76;car1
req60;car10
req38;car7
req13;car9
req16;car11
req88;car7
req69;car10
req70;car4
req29;car11
req6;car10
req97;car6
req23;car5
req48;car7
req10;car4
req31;car3
req91;car3
req4;car8
req11;car8
req40;car8
+Unassigned requests
req3
req8
req7
req34
req25
req65
req51
req35
req82
req64
req58
req20
req81
req49
req57
req80
req12
req27
req37
req92
req79
req94
req93
req87
req56
req36
req41
req66
req72
req83
req63
req1
req74
req52
req18
req67
req90
req96
req95
req0
req5
req19
req73
req46
req89
req53
req99
req21
req45
req50
req26
req14
req17
req54
req85
req78
req71
req43
req28
req62
req44
req77
