18960
+Vehicle assignments
car0;z7
car1;z4
car2;z17
car3;z9
car4;z5
car5;z22
car6;z19
car7;z0
car8;z20
car9;z3
car10;z6
car11;z5
car12;z21
car13;z10
+Assigned requests
req69;car11
req40;car3
req97;car6
req28;car9
req51;car11
req17;car8
req12;car2
req66;car9
req42;car12
req76;car10
req10;car8
req92;car9
req11;car3
req20;car10
req0;car13
req62;car4
req60;car11
req22;car10
req81;car5
req25;car1
req4;car3
req59;car7
req32;car2
req68;car6
req38;car7
req98;car8
req31;car12
req21;car6
req30;car2
req88;car7
req26;car1
req44;car13
req95;car1
req70;car8
req16;car5
req48;car7
req24;car10
req27;car4
req89;car0
req8;car0
+Unassigned requests
req77
req41
req82
req85
req19
req1
req3
req91
req5
req49
req96
req37
req79
req34
req84
req72
req73
req80
req55
req54
req94
req75
req9
req35
req86
req36
req93
req46
req6
req14
req47
req64
req63
req67
req29
req50
req58
req99
req39
req43
req90
req71
req61
req33
req13
req53
req45
req23
req7
req83
req74
req87
req78
req15
req56
req18
req52
req57
req2
req65
