18480
+Vehicle assignments
car0;z16
car1;z12
car2;z17
car3;z6
car4;z3
car5;z19
car6;z10
car7;z0
car8;z21
car9;z4
car10;z5
car11;z4
car12;z20
car13;z8
+Assigned requests
req60;car10
req6;car10
req49;car5
req97;car5
req21;car5
req32;car2
req12;car2
req30;car2
req64;car1
req45;car1
req59;car7
req38;car7
req48;car7
req88;car7
req46;car6
req78;car4
req18;car11
req28;car4
req17;car12
req20;car3
req55;car0
req22;car3
req70;car12
req76;car3
req72;car12
req2;car13
req57;car9
req31;car8
req0;car6
req24;car3
req95;car11
req26;car9
req92;car4
req42;car8
req39;car13
req9;car0
req84;car0
req10;car12
req75;car13
req44;car6
+Unassigned requests
req96
req1
req71
req83
req27
req51
req73
req63
req86
req67
req54
req47
req40
req91
req8
req29
req99
req5
req37
req61
req62
req43
req14
req16
req34
req69
req98
req36
req74
req77
req65
req4
req80
req3
req50
req85
req79
req13
req93
req58
req52
req56
req15
req53
req82
req87
req19
req94
req25
req7
req33
req81
req23
req66
req35
req90
req41
req68
req11
req89
