19230
+Vehicle assignments
car0;z17
car1;z12
car2;z10
car3;z17
car4;z3
car5;z19
car6;z21
car7;z6
car8;z20
car9;z16
car10;z9
car11;z5
car12;z0
car13;z18
+Assigned requests
req11;car10
req32;car0
req46;car2
req49;car5
req33;car0
req28;car4
req23;car3
req97;car5
req63;car13
req30;car0
req70;car8
req48;car12
req21;car5
req78;car4
req40;car10
req17;car8
req76;car7
req42;car6
req84;car9
req10;car8
req22;car7
req44;car2
req65;car13
req45;car1
req64;car1
req88;car12
req0;car2
req91;car6
req31;car6
req4;car10
req1;car12
req58;car3
req77;car7
req24;car7
req98;car8
req74;car9
req55;car9
req92;car4
req60;car11
req69;car11
req51;car11
+Unassigned requests
req27
req18
req71
req3
req67
req13
req9
req82
req8
req16
req52
req20
req39
req83
req26
req6
req93
req34
req43
req25
req14
req79
req73
req35
req54
req94
req66
req15
req50
req89
req90
req38
req62
req57
req95
req41
req29
req47
req5
req7
req37
req86
req81
req59
req99
req53
req19
req12
req96
req61
req72
req75
req36
req85
req80
req68
req87
req56
req2
