18140
+Vehicle assignments
car0;z16
car1;z16
car2;z21
car3;z20
car4;z10
car5;z17
car6;z19
car7;z0
car8;z5
car9;z3
car10;z9
car11;z6
car12;z20
car13;z8
+Assigned requests
req23;car5
req84;car0
req28;car9
req17;car3
req4;car10
req6;car8
req46;car4
req76;car11
req31;car2
req42;car2
req30;car5
req68;car6
req58;car5
req24;car11
req54;car1
req97;car6
req92;car9
req55;car0
req2;car13
req75;car13
req39;car13
req38;car7
req44;car4
req9;car0
req59;car7
req22;car11
req88;car7
req10;car12
req51;car8
req69;car8
req19;car1
req20;car11
req91;car2
req48;car7
req70;car12
req0;car4
req40;car10
req72;car12
req11;car10
req78;car9
req21;car6
req99;car4
req98;car3
+Unassigned requests
req5
req71
req86
req13
req60
req35
req61
req41
req82
req74
req33
req27
req45
req3
req47
req29
req77
req96
req12
req67
req89
req37
req7
req43
req62
req66
req25
req49
req18
req14
req26
req94
req65
req16
req1
req56
req57
req85
req64
req87
req95
req52
req36
req34
req53
req79
req81
req80
req32
req50
req73
req63
req93
req15
req8
req90
req83
