18490
+Vehicle assignments
car0;z6
car1;z19
car2;z9
car3;z0
car4;z17
car5;z19
car6;z21
car7;z11
car8;z4
car9;z3
car10;z5
car11;z1
car12;z20
car13;z8
+Assigned requests
req30;car4
req14;car11
req69;car10
req97;car1
req78;car9
req95;car8
req26;car8
req57;car8
req75;car13
req22;car0
req42;car6
req68;car1
req91;car6
req33;car4
req49;car5
req32;car4
req10;car12
req2;car13
req31;car6
req59;car3
req24;car0
req40;car2
req23;car4
req28;car9
req17;car12
req39;car13
req76;car0
req96;car2
req70;car12
req6;car10
req88;car3
req56;car11
req21;car5
req60;car10
req48;car3
req92;car9
req98;car12
req71;car7
req52;car7
+Unassigned requests
req94
req45
req90
req18
req55
req93
req53
req20
req87
req72
req41
req8
req15
req36
req38
req1
req35
req37
req58
req82
req77
req85
req63
req47
req51
req99
req44
req7
req64
req73
req65
req29
req50
req74
req54
req4
req11
req61
req84
req86
req16
req80
req62
req66
req67
req89
req0
req34
req46
req83
req5
req25
req13
req27
req12
req9
req81
req19
req43
req79
req3
