17790
+Vehicle assignments
car0;z19
car1;z2
car2;z4
car3;z21
car4;z3
car5;z17
car6;z20
car7;z0
car8;z9
car9;z8
car10;z6
car11;z5
car12;z10
car13;z8
+Assigned requests
req26;car2
req75;car9
req69;car11
req33;car5
req10;car6
req53;car1
req48;car7
req38;car7
req40;car8
req78;car4
req42;car3
req22;car10
req76;car10
req39;car13
req2;car13
req28;car4
req68;car0
req59;car7
req92;car4
req51;car11
req91;car3
req31;car3
req57;car2
req23;car5
req50;car1
req79;car1
req24;car10
req88;car7
req17;car6
req97;car0
req98;car6
req4;car8
req32;car5
req20;car10
req70;car6
req11;car8
req46;car12
req60;car11
req0;car12
req30;car5
req44;car12
req13;car9
req15;car9
+Unassigned requests
req64
req37
req95
req35
req63
req67
req86
req55
req85
req94
req58
req83
req65
req16
req56
req43
req47
req90
req82
req74
req14
req41
req71
req3
req45
req49
req34
req1
req21
req84
req5
req18
req80
req54
req52
req27
req7
req12
req93
req77
req61
req9
req25
req96
req72
req29
req36
req62
req6
req89
req8
req81
req19
req99
req87
req73
req66
