18060
+Vehicle assignments
car0;z4
car1;z16
car2;z21
car3;z17
car4;z10
car5;z2
car6;z19
car7;z0
car8;z4
car9;z3
car10;z6
car11;z5
car12;z20
car13;z8
+Assigned requests
req76;car10
req44;car4
req33;car3
req22;car10
req26;car8
req24;car10
req79;car5
req70;car12
req0;car4
req69;car11
req19;car1
req95;car0
req18;car0
req51;car11
req30;car3
req21;car6
req53;car5
req10;car12
req88;car7
req57;car8
req68;car6
req99;car4
req48;car7
req98;car12
req2;car13
req91;car2
req59;car7
req42;car2
req20;car10
req23;car3
req39;car13
req38;car7
req50;car5
req55;car1
req46;car4
req97;car6
req17;car12
req31;car2
req60;car11
req54;car1
req66;car9
req28;car9
req92;car9
+Unassigned requests
req9
req12
req75
req81
req64
req77
req82
req43
req63
req7
req78
req6
req87
req34
req52
req58
req65
req11
req89
req15
req4
req1
req90
req73
req86
req84
req40
req25
req16
req72
req71
req37
req36
req80
req47
req45
req96
req5
req41
req83
req49
req62
req35
req3
req94
req61
req32
req85
req27
req29
req13
req8
req56
req74
req93
req67
req14
