19320
+Vehicle assignments
car0;z17
car1;z16
car2;z4
car3;z9
car4;z3
car5;z22
car6;z8
car7;z5
car8;z20
car9;z2
car10;z0
car11;z6
car12;z9
car13;z1
+Assigned requests
req51;car7
req82;car9
req40;car3
req76;car11
req23;car0
req10;car8
req30;car0
req48;car10
req50;car9
req27;car7
req57;car2
req33;car0
req88;car10
req26;car2
req55;car1
req56;car13
req59;car10
req81;car5
req16;car5
req19;car1
req70;car8
req20;car11
req14;car13
req32;car0
req73;car12
req92;car4
req11;car3
req24;car11
req96;car12
req28;car4
req78;car4
req4;car3
req22;car11
req69;car7
req17;car8
req54;car1
req79;car9
req98;car8
req2;car6
req75;car6
req13;car6
+Unassigned requests
req25
req15
req65
req41
req35
req36
req66
req61
req37
req9
req85
req72
req8
req86
req29
req77
req49
req12
req74
req93
req39
req58
req42
req89
req38
req6
req1
req62
req7
req5
req87
req99
req53
req44
req83
req94
req84
req80
req64
req3
req21
req68
req43
req60
req0
req97
req47
req46
req67
req52
req45
req90
req34
req95
req91
req63
req18
req71
req31
